1632276026434263600,325 0,972 0,972 993,325 993,
1632276026501275600,0 0,489 0,489 1074,0 1074,
1632276026501275600,306 4,962 4,962 991,306 991,
1632276026568203600,0 0,454 0,454 1079,0 1079,
1632276026568203600,272 5,946 5,946 1009,272 1009,
1632276026634907600,265 4,936 4,936 1023,265 1023,
1632276026634907600,377 687,1372 687,1372 1074,377 1074,
1632276026634907600,0 0,338 0,338 1066,0 1066,
1632276026702002600,0 0,411 0,411 1071,0 1071,
1632276026702002600,284 6,957 6,957 1028,284 1028,
1632276026702002600,399 697,1382 697,1382 1079,399 1079,
1632276026768876600,5 7,419 7,419 1076,5 1076,
1632276026768876600,308 8,988 8,988 1030,308 1030,
1632276026768876600,416 700,1398 700,1398 1079,416 1079,
1632276026835574600,0 0,437 0,437 1065,0 1065,
1632276026835574600,355 6,1057 6,1057 999,355 999,
1632276026835574600,371 700,1354 700,1354 1073,371 1073,
1632276026902620600,0 1,507 1,507 1063,0 1063,
1632276026902620600,463 8,1171 8,1171 987,463 987,
1632276026902620600,474 679,1439 679,1439 1070,474 1070,
1632276026969573600,8 0,661 0,661 1059,8 1059,
1632276026969573600,599 0,1305 0,1305 975,599 975,
1632276026969573600,511 611,1415 611,1415 1063,511 1063,
1632276027036401600,114 0,787 0,787 1060,114 1060,
1632276027036401600,701 0,1420 0,1420 958,701 958,
1632276027036401600,507 633,1372 633,1372 1065,507 1065,
1632276027103172600,9 0,769 0,769 1065,9 1065,
1632276027103172600,721 0,1461 0,1461 1003,721 1003,
1632276027103172600,504 611,1377 611,1377 1054,504 1054,
1632276027170038600,5 0,772 0,772 1067,5 1067,
1632276027170038600,756 0,1510 0,1510 1050,756 1050,
1632276027170038600,504 606,1387 606,1387 1055,504 1055,
1632276027237152600,9 0,788 0,788 1064,9 1064,
1632276027237152600,811 0,1578 0,1578 1059,811 1059,
1632276027237152600,504 606,1387 606,1387 1055,504 1055,
1632276027304217600,14 0,800 0,800 1070,14 1070,
1632276027304217600,856 0,1656 0,1656 1074,856 1074,
1632276027304217600,504 606,1387 606,1387 1055,504 1055,
1632276027370883600,11 0,812 0,812 1069,11 1069,
1632276027370883600,895 0,1739 0,1739 1079,895 1079,
1632276027370883600,504 606,1387 606,1387 1055,504 1055,
1632276027437664600,3 0,802 0,802 1073,3 1073,
1632276027437664600,904 0,1799 0,1799 1079,904 1079,
1632276027437664600,504 606,1387 606,1387 1055,504 1055,
1632276027504670600,9 8,805 8,805 1056,9 1056,
1632276027504670600,928 0,1848 0,1848 1077,928 1077,
1632276027504670600,504 606,1387 606,1387 1055,504 1055,
1632276027571716600,9 10,952 10,952 1063,9 1063,
1632276027571716600,947 0,1896 0,1896 1068,947 1068,
1632276027571716600,504 606,1387 606,1387 1055,504 1055,
1632276027638627600,4 2,867 2,867 1063,4 1063,
1632276027638627600,957 0,1916 0,1916 1071,957 1071,
1632276027638627600,504 606,1387 606,1387 1055,504 1055,
1632276027705325600,984 13,1916 13,1916 1068,984 1068,
1632276027705325600,9 9,850 9,850 1053,9 1053,
1632276027705325600,504 606,1387 606,1387 1055,504 1055,
1632276027772223600,8 2,1290 2,1290 1057,8 1057,
1632276027772223600,975 16,1916 16,1916 1069,975 1069,
1632276027772223600,504 606,1387 606,1387 1055,504 1055,
1632276027839248600,969 13,1919 13,1919 1072,969 1072,
1632276027839248600,10 14,819 14,819 1072,10 1072,
1632276027839248600,504 606,1387 606,1387 1055,504 1055,
1632276027906238600,976 8,1919 8,1919 1073,976 1073,
1632276027906238600,8 14,1317 14,1317 1071,8 1071,
1632276027906238600,504 606,1387 606,1387 1055,504 1055,
1632276027972945600,0 10,1326 10,1326 1065,0 1065,
1632276027972945600,955 1,1911 1,1911 1070,955 1070,
1632276027972945600,504 606,1387 606,1387 1055,504 1055,
1632276028039684600,0 9,859 9,859 1065,0 1065,
1632276028039684600,931 3,1889 3,1889 1069,931 1069,
1632276028039684600,504 606,1387 606,1387 1055,504 1055,
1632276028106866600,1 9,866 9,866 1057,1 1057,
1632276028106866600,906 8,1852 8,1852 1054,906 1054,
1632276028106866600,504 606,1387 606,1387 1055,504 1055,
1632276028173701600,9 7,886 7,886 1057,9 1057,
1632276028173701600,886 14,1826 14,1826 1056,886 1056,
1632276028173701600,504 606,1387 606,1387 1055,504 1055,
1632276028240676600,7 9,1336 9,1336 1060,7 1060,
1632276028240676600,878 15,1809 15,1809 1055,878 1055,
1632276028307657600,10 5,1340 5,1340 1065,10 1065,
1632276028307657600,887 15,1798 15,1798 1063,887 1063,
1632276028374398600,2 0,1345 0,1345 1068,2 1068,
1632276028374398600,887 13,1770 13,1770 1065,887 1065,
1632276028441267600,0 0,1341 0,1341 1064,0 1064,
1632276028441267600,880 4,1798 4,1798 1058,880 1058,
1632276028508384600,51 0,1138 0,1138 1069,51 1069,
1632276028508384600,877 5,1837 5,1837 1063,877 1063,
1632276028575207600,1 0,999 0,999 1070,1 1070,
1632276028575207600,877 2,1754 2,1754 1065,877 1065,
1632276028642111600,14 2,995 2,995 1073,14 1073,
1632276028642111600,882 3,1815 3,1815 1069,882 1069,
1632276028708765600,11 1,997 1,997 1079,11 1079,
1632276028708765600,893 7,1830 7,1830 1079,893 1079,
1632276028775879600,14 4,1115 4,1115 1072,14 1072,
1632276028775879600,911 1,1847 1,1847 1076,911 1076,
1632276028842868600,13 5,1027 5,1027 1072,13 1072,
1632276028842868600,935 0,1889 0,1889 1079,935 1079,
1632276028909810600,11 4,1044 4,1044 1073,11 1073,
1632276028909810600,951 2,1903 2,1903 1067,951 1067,
1632276028976713600,0 0,1234 0,1234 1065,0 1065,
1632276028976713600,956 0,1899 0,1899 1068,956 1068,
1632276029043250600,0 0,1120 0,1120 1064,0 1064,
1632276029043250600,937 0,1894 0,1894 1073,937 1073,
1632276029110261600,0 0,1103 0,1103 1070,0 1070,
1632276029110261600,934 0,1843 0,1843 1078,934 1078,
1632276029177139600,6 0,1330 0,1330 1072,6 1072,
1632276029177139600,916 0,1871 0,1871 1075,916 1075,
1632276029244206600,0 0,1322 0,1322 1074,0 1074,
1632276029244206600,853 8,1795 8,1795 1054,853 1054,
1632276029311079600,6 0,1217 0,1217 1071,6 1071,
1632276029311079600,810 20,1681 20,1681 1057,810 1057,
1632276029377965600,2 0,1272 0,1272 1064,2 1064,
1632276029377965600,789 13,1634 13,1634 1048,789 1048,
1632276029444771600,29 2,1287 2,1287 1068,29 1068,
1632276029444771600,752 3,1576 3,1576 1056,752 1056,
1632276029511912600,7 3,1300 3,1300 1063,7 1063,
1632276029511912600,705 0,1510 0,1510 1020,705 1020,
1632276029578705600,54 1,1309 1,1309 1069,54 1069,
1632276029578705600,591 1,1463 1,1463 991,591 991,
1632276029645722600,18 4,1278 4,1278 1072,18 1072,
1632276029645722600,451 2,1395 2,1395 1004,451 1004,
1632276029712496600,41 0,691 0,691 1061,41 1061,
1632276029712496600,541 0,1426 0,1426 1009,541 1009,
1632276029779281600,183 0,743 0,743 1048,183 1048,
1632276029779281600,520 0,1469 0,1469 1004,520 1004,
1632276029779281600,0 0,303 0,303 1070,0 1070,
1632276029846246600,227 7,779 7,779 1056,227 1056,
1632276029846246600,738 0,1540 0,1540 974,738 974,
1632276029846246600,0 17,315 17,315 1064,0 1064,
1632276029913120600,187 0,752 0,752 1057,187 1057,
1632276029913120600,559 14,1474 14,1474 1014,559 1014,
1632276029913120600,0 0,277 0,277 1068,0 1068,
1632276029979906600,195 0,722 0,722 1068,195 1068,
1632276029979906600,698 5,1491 5,1491 989,698 989,
1632276029979906600,0 0,264 0,264 1079,0 1079,
1632276030046927600,187 3,713 3,713 1072,187 1072,
1632276030046927600,691 0,1490 0,1490 985,691 985,
1632276030046927600,0 19,296 19,296 1078,0 1078,
1632276030113936600,188 1,709 1,709 1070,188 1070,
1632276030113936600,697 0,1497 0,1497 990,697 990,
1632276030113936600,10 4,291 4,291 1079,10 1079,
1632276030180939600,187 4,706 4,706 1071,187 1071,
1632276030180939600,703 4,1504 4,1504 997,703 997,
1632276030180939600,1 6,283 6,283 1079,1 1079,
1632276030247747600,167 0,698 0,698 1066,167 1066,
1632276030247747600,695 0,1497 0,1497 985,695 985,
1632276030247747600,2 52,276 52,276 1077,2 1077,
1632276030314498600,169 2,701 2,701 1066,169 1066,
1632276030314498600,701 0,1518 0,1518 984,701 984,
1632276030314498600,1 105,258 105,258 1079,1 1079,
1632276030381558600,170 0,706 0,706 1059,170 1059,
1632276030381558600,703 0,1529 0,1529 971,703 971,
1632276030381558600,11 76,283 76,283 1073,11 1073,
1632276030448370600,155 1,696 1,696 1063,155 1063,
1632276030448370600,690 0,1524 0,1524 990,690 990,
1632276030448370600,0 112,258 112,258 1074,0 1074,
1632276030515376600,692 0,1524 0,1524 1008,692 1008,
1632276030515376600,180 4,695 4,695 1064,180 1064,
1632276030515376600,1 27,258 27,258 1076,1 1076,
1632276030582127600,687 6,1510 6,1510 990,687 990,
1632276030582127600,166 7,691 7,691 1070,166 1070,
1632276030582127600,1 98,266 98,266 1079,1 1079,
1632276030649058600,696 2,1490 2,1490 991,696 991,
1632276030649058600,164 0,691 0,691 1065,164 1065,
1632276030649058600,0 39,268 39,268 1079,0 1079,
1632276030715908600,692 0,1470 0,1470 1024,692 1024,
1632276030715908600,187 0,739 0,739 1062,187 1062,
1632276030715908600,0 62,265 62,265 1050,0 1050,
1632276030782838600,665 0,1439 0,1439 1034,665 1034,
1632276030782838600,153 0,717 0,717 1052,153 1052,
1632276030782838600,1 29,243 29,243 1079,1 1079,
1632276030849941600,91 0,696 0,696 1068,91 1068,
1632276030849941600,595 6,1400 6,1400 1032,595 1032,
1632276030849941600,0 71,212 71,212 1072,0 1072,
1632276030916787600,1 10,666 10,666 1078,1 1078,
1632276030916787600,561 0,1369 0,1369 1030,561 1030,
1632276030916787600,0 91,176 91,176 1079,0 1079,
1632276030983504600,12 1,625 1,625 1064,12 1064,
1632276030983504600,557 6,1346 6,1346 1028,557 1028,
1632276030983504600,0 91,176 91,176 1079,0 1079,
1632276031050512600,13 0,611 0,611 1064,13 1064,
1632276031050512600,571 5,1323 5,1323 1022,571 1022,
1632276031050512600,0 91,176 91,176 1079,0 1079,
1632276031117429600,0 0,627 0,627 1054,0 1054,
1632276031117429600,533 0,1285 0,1285 1003,533 1003,
1632276031184186600,0 0,579 0,579 1061,0 1061,
1632276031184186600,498 0,1226 0,1226 984,498 984,
1632276031251303600,0 0,554 0,554 1056,0 1056,
1632276031251303600,466 0,1187 0,1187 999,466 999,
1632276031317988600,0 0,561 0,561 1060,0 1060,
1632276031317988600,450 0,1173 0,1173 990,450 990,
1632276031385033600,0 5,564 5,564 1067,0 1067,
