"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence","Camera_Translation","Camera_Orientation"
"1614300693987102329","29.7619","0","Person","OK","IDLE","-0.191422 1.84859 -0.550267","0.00174859 -5.59476e-07 6.64635e-05","0.5 0.459694 0.5","94.0138","0.00017183 0.92636 -0.00138854","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694020663329","29.9401","0","Person","OK","IDLE","-0.1914 1.84843 -0.550297","0.00145065 -2.48188e-07 5.51303e-05","0.5 0.459215 0.5","92.3005","0.000173857 0.926359 -0.00139312","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694054054329","29.8507","0","Person","OK","IDLE","-0.191395 1.84828 -0.550326","0.0011067 1.82707e-08 4.20509e-05","0.5 0.458736 0.5","92.6863","0.000175692 0.926358 -0.00139726","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694087391329","29.9401","0","Person","OK","IDLE","-0.191397 1.84814 -0.550351","0.000978166 -4.39562e-07 3.71849e-05","0.5 0.458263 0.5","93.537","0.000177353 0.926357 -0.001401","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694120940329","29.8507","0","Person","OK","IDLE","-0.191395 1.848 -0.550374","0.000848291 -8.82587e-07 3.22674e-05","0.5 0.457816 0.5","94.2458","0.000178856 0.926357 -0.0014044","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694154510329","29.8507","0","Person","OK","IDLE","-0.191387 1.84786 -0.550394","0.000783723 -2.92983e-07 2.97908e-05","0.5 0.457393 0.5","93.3603","0.000180217 0.926356 -0.00140747","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694187797329","29.7619","0","Person","OK","IDLE","-0.191394 1.84773 -0.550413","0.000697013 -4.38865e-07 2.65018e-05","0.5 0.456938 0.5","93.4574","0.000181449 0.926355 -0.00141025","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694221267329","29.7619","0","Person","OK","IDLE","-0.191408 1.8476 -0.55043","0.000730125 -2.97341e-08 2.77439e-05","0.5 0.456514 0.5","92.3583","0.000182564 0.926355 -0.00141276","-0.0197728 -0.0188566 0.00613031 0.999608"
"1614300694254782329","29.8507","0","Person","OK","IDLE","-0.191297 1.84776 -0.550069","0.000615445 -1.56426e-07 2.33244e-05","0.5 0.456112 0.5","94.1873","0.000217461 0.926623 -0.00103257","-0.0197905 -0.0188036 0.00604957 0.999609"
"1614300694288164329","29.9401","0","Person","OK","IDLE","-0.19142 1.84761 -0.550081","0.000692066 3.79942e-07 2.6274e-05","0.5 0.455734 0.5","94.4522","0.000186652 0.926668 -0.000951264","-0.0198254 -0.0188511 0.00611815 0.999607"
"1614300694321675329","30.03","0","Person","OK","IDLE","-0.191479 1.84754 -0.549933","0.00110116 5.25476e-07 4.17879e-05","0.5 0.455407 0.5","94.7617","0.000187787 0.926745 -0.000774732","-0.0198427 -0.0188412 0.00614124 0.999607"
"1614300694354968329","29.8507","0","Person","OK","IDLE","-0.19151 1.84746 -0.54983","0.00165933 -5.00459e-08 6.2984e-05","0.5 0.455067 0.5","94.5619","0.000184207 0.926754 -0.000717389","-0.0198254 -0.0188353 0.00614488 0.999607"
