"timestamp","framerate","ID","Label","Tracking State","Action State","Position","Velocity","Dimensions","Detection Confidence"
"1606220910385670661","15.083","0","Person","OK","IDLE","-0.202845 0.0224064 -0.520522","-0.128194 0.0802835 0.319605","0.616816 0.557159 0.616816","93.5428"
"1606220910452090661","15.0602","0","Person","OK","IDLE","-0.203563 0.0211646 -0.518849","-0.103956 -0.01144 0.0941589","0.605315 0.567756 0.605315","92.3049"
"1606220910518148661","15.083","0","Person","OK","IDLE","-0.205975 0.0166707 -0.51855","-0.207821 -0.0216533 0.0421156","0.592318 0.580011 0.592318","80.1668"
"1606220910584689661","15.083","0","Person","OK","IDLE","-0.211083 0.011546 -0.518521","-0.255819 0.0504905 0.0598808","0.57631 0.598131 0.57631","80.1668"
"1606220910650930661","15.1515","0","Person","OK","IDLE","-0.226089 0.00687808 -0.520108","-0.457105 0.0854122 -0.0211691","0.561048 0.617571 0.561048","80.1668"
"1606220910717250661","15.1976","0","Person","OK","IDLE","-0.260595 0.00338076 -0.520205","-0.57338 0.0967014 0.272657","0.548838 0.601518 0.548839","77.0308"
"1606220910783642661","15.1286","0","Person","OK","IDLE","-0.272824 -0.00420423 -0.515037","-0.221666 0.0784986 0.347368","0.539071 0.594287 0.539071","74.7179"
"1606220910849595661","15.1286","0","Person","OK","IDLE","-0.273387 -0.0178362 -0.510571","0.0520117 -0.0888582 0.160061","0.531257 0.577803 0.531257","74.7179"
"1606220910916180661","15.1976","0","Person","OK","IDLE","-0.268765 -0.0279869 -0.514082","0.162556 -0.0721481 -0.500844","0.525005 0.58809 0.525005","63.6091"
"1606220910982285661","15.1286","0","Person","OK","IDLE","-0.241574 -0.0222991 -0.540522","0.507625 0.664494 -0.568415","0.520004 0.569262 0.520004","63.6091"
"1606220911048848661","15.1745","0","Person","OK","IDLE","-0.196828 0.0064501 -0.569402","0.580414 0.75209 -0.328919","0.516003 0.549914 0.516003","63.6091"
"1606220911115090661","15.2207","0","Person","OK","IDLE","-0.17725 0.0641787 -0.567579","0.118416 0.669775 -0.0566695","0.512803 0.612993 0.512803","79.5433"
"1606220911181267661","15.1057","0","Person","OK","IDLE","-0.172578 0.109512 -0.562017","-0.118121 0.560761 0.170374","0.510242 0.570936 0.510242","65.4976"
"1606220911247650661","15.0602","0","Person","OK","IDLE","-0.170999 0.136166 -0.545695","-0.423334 0.528974 0.282925","0.536028 0.513797 0.536028","35.1393"
"1606220911313761661","15.015","0","Person","OK","IDLE","-0.172993 0.155085 -0.524456","-0.552355 0.380412 0.372034","0.553573 0.472323 0.553573","77.2187"
"1606220911380299661","14.9701","0","Person","OK","IDLE","-0.176603 0.16209 -0.506611","-0.221349 0.0924439 0.362828","0.561681 0.459226 0.561681","86.1457"
"1606220911446511661","15.0602","0","Person","OK","IDLE","-0.181477 0.15645 -0.50284","-0.206749 -0.269728 0.0484136","0.571788 0.463463 0.571788","89.3745"
"1606220911512685661","15.0376","0","Person","OK","IDLE","-0.204345 0.13014 -0.504262","-0.283906 -0.753377 -0.0484551","0.55743 0.488371 0.55743","44.9008"
"1606220911579094661","15.015","0","Person","OK","IDLE","-0.244662 0.0731031 -0.507951","-0.547305 -0.81451 0.140562","0.545944 0.564669 0.545944","41.0551"
"1606220911645247661","15.083","0","Person","SEARCHING","IDLE","-0.323161 0.00201988 -0.512941","-0.827931 -0.373993 0.285445","0.536755 0.652105 0.536755","41.0551"
"1606220911711838661","15.0602","0","Person","OK","IDLE","-0.333485 0.0062196 -0.497282","-0.594019 -0.0396648 0.412143","0.529404 0.660944 0.529404","44.5794"
"1606220911777767661","14.9925","0","Person","OK","IDLE","-0.367138 -0.00498328 -0.496704","-0.411425 0.0778544 -0.0479333","0.523524 0.671979 0.523524","44.5794"
"1606220911844379661","15.1515","0","Person","OK","IDLE","-0.377736 -0.00498678 -0.490512","-0.216195 0.208386 0.083972","0.518819 0.628266 0.518819","66.4951"
"1606220911910747661","15.1515","0","Person","OK","IDLE","-0.382402 -0.00564603 -0.481183","-0.111397 0.0611857 0.15714","0.515055 0.603046 0.515055","66.8279"
"1606220911977039661","15.1286","0","Person","OK","IDLE","-0.384372 -0.00717203 -0.472781","-0.032877 -0.0013429 0.102543","0.512044 0.588932 0.512044","66.8279"
"1606220912043378661","15.1515","0","Person","OK","IDLE","-0.385439 -0.0100232 -0.467978","-0.061352 0.0556375 0.0486722","0.509635 0.58312 0.509635","58.9731"
"1606220912109436661","15.083","0","Person","OK","IDLE","-0.388164 -0.0143078 -0.461255","-0.113307 0.0622841 0.21426","0.507708 0.587443 0.507708","47.249"
"1606220912175981661","15.1057","0","Person","OK","IDLE","-0.399159 -0.0241297 -0.443678","-0.283866 0.0177095 0.524029","0.506167 0.562238 0.506167","42.3512"
"1606220912639972661","15.1745","1","Person","OFF","IDLE","-0.371732 -0.213358 -0.544281","0.803059 0.258531 -0.503257","0.5 0.573942 0.5","60.5957"
"1606220912706030661","15.083","1","Person","OFF","MOVING","-0.361265 -0.0564129 -0.510969","1.61623 -2.65321 -0.198569","0.5 0.558271 0.5","62.6566"
"1606220912772528661","15.083","1","Person","OK","MOVING","-0.347 0.00816446 -0.492388","0.111831 1.63893 0.681293","0.5 0.532627 0.5","52.9368"
"1606220912839031661","15.0602","1","Person","OK","MOVING","-0.331538 0.0299366 -0.490655","0.124689 1.05001 0.279107","0.5 0.537865 0.5","46.6"
"1606220912905192661","15.083","1","Person","OK","MOVING","-0.316862 0.0430252 -0.492137","0.138949 0.707988 0.174704","0.5 0.493712 0.5","45.1111"
"1606220912971387661","14.9925","1","Person","OK","MOVING","-0.293431 0.0501296 -0.494065","0.111502 0.576292 0.0449103","0.5 0.452838 0.5","88.7449"
"1606220913037738661","14.9701","1","Person","OK","MOVING","-0.277711 0.0547412 -0.495175","-0.0849984 0.457607 0.201511","0.5 0.418851 0.5","91.5437"
"1606220913104255661","14.9477","1","Person","OK","MOVING","-0.265154 0.0576646 -0.496048","-0.0340716 0.360362 0.158182","0.502176 0.393991 0.502176","93.6367"
"1606220913170189661","14.9701","1","Person","OK","IDLE","-0.25728 0.0594422 -0.496756","-0.0793242 0.277175 0.136607","0.508183 0.370606 0.508183","91.7889"
"1606220913236761661","14.9254","1","Person","OK","IDLE","-0.251478 0.059115 -0.497479","-0.0816199 0.16789 0.0909078","0.517581 0.360912 0.517581","94.3174"
"1606220913303179661","14.9254","1","Person","OK","IDLE","-0.246057 0.0572929 -0.498204","-0.0591191 0.0602599 0.0820036","0.529492 0.362821 0.529492","93.7011"
